,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
498,499,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
499,500,"under #C46, police do not need to have #reasonablegrounds to suspect impairment.

They will be able to demand a bre… https://t.co/woTwhBwkiE",,police need reasonablegrounds suspect impairment able demand https
500,501,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,,minjusticeen worked hard make canada roads safer everyone happy announce become law
501,502,RT @AbigailBimman: Random breathalyzer tests to be legal in December even though #C46 got royal assent this AM. Part 1 effective now: creat…,,abigailbimman random breathalyzer tests legal december even though got royal assent part effective
502,503,RT @Puglaas: So very pleased to see that #C46 has passed the Senate. The new law will strengthen our impaired driving laws to help better p…,,puglaas pleased see passed senate new law strengthen impaired driving laws help better
503,504,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,,minjusticeen worked hard make canada roads safer everyone happy announce become law
504,505,"@jazfor @JusticeCanadaEN #C46 makes anyone, who smoked marijuana within 30 days, a criminal.. for driving.  

THC i… https://t.co/5ATleTvWud",,jazfor justicecanadaen makes anyone smoked marijuana within days driving thc https
505,506,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
506,507,Many people including @maddcanada and individual chapters have been fighting for years to help pass this legislatio… https://t.co/AwdOOnMp0Q,,many people including maddcanada individual chapters fighting years help pass https
507,508,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
508,509,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,,minjusticeen worked hard make canada roads safer everyone happy announce become law
509,510,Random breath testing coming to Canada Dec. 18; counsel foresee Charter attacks ‘very early on’… https://t.co/Ot57JEojqb,,random breath testing coming canada counsel foresee charter attacks early https
510,511,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
511,512,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
512,513,"@JusticeCanadaEN Supreme court, will be seeing you, very soon. #C46",,justicecanadaen supreme court seeing soon
513,514,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
514,515,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
515,516,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
516,517,Random breathalyzer tests to be legal in December even though #C46 got royal assent this AM. Part 1 effective now:… https://t.co/PYVNL8R6sY,,random breathalyzer tests legal december even though got royal assent part effective https
517,518,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
518,519,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
519,520,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
520,521,"It's probably wrong and would need a lot of R&amp;D, but this may be a way to measure acute cannabis impairment without… https://t.co/ZbS2Hc4a5n",,probably wrong would need lot amp may way measure acute cannabis impairment https
521,522,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
522,523,"Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These… https://t.co/RtmBUGDde6",,today bill become law first change canada impaired driving laws generation https
523,524,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
524,525,"@KirkTousaw With #C46 , does this mean you can be swabbed at a road stop without any valid reason? Even if you have… https://t.co/v3hlnrmHoU",,kirktousaw mean swabbed road stop without valid reason even https
525,526,RT @DabinDano: @GPTaylorMRD @Puglaas @RalphGoodale @BillBlair @TonyDean_TO Bad laws for all. #C46 will be defeated in court you fool. And #…,,dabindano gptaylormrd puglaas ralphgoodale billblair bad laws defeated court fool
526,527,"Everyone freaking about about #C46 , while I agree it is not well implemented, let me ask you this :

Have you been… https://t.co/zPj85gwiLi",,everyone freaking agree well implemented let ask https
527,528,RT @m1kek9: @mandymcknight I personally prefer to revere and honour scientists and professionals that have contributed to the current colle…,,mandymcknight personally prefer revere honour scientists professionals contributed current
528,529,RT @Puglaas: So very pleased to see that #C46 has passed the Senate. The new law will strengthen our impaired driving laws to help better p…,,puglaas pleased see passed senate new law strengthen impaired driving laws help better
529,530,@GPTaylorMRD @Puglaas @RalphGoodale @BillBlair @TonyDean_TO Bad laws for all. #C46 will be defeated in court you fo… https://t.co/jkLlarIr5J,,gptaylormrd puglaas ralphgoodale billblair bad laws defeated court https
530,531,RT @Puglaas: So very pleased to see that #C46 has passed the Senate. The new law will strengthen our impaired driving laws to help better p…,,puglaas pleased see passed senate new law strengthen impaired driving laws help better
531,532,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
532,533,@mandymcknight I personally prefer to revere and honour scientists and professionals that have contributed to the c… https://t.co/8W8FrsJkHu,,mandymcknight personally prefer revere honour scientists professionals contributed https
533,534,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
534,535,RT @CannabisHelpsMe: Here we go.. kiss your drivers license good-bye if you are a #medpot user. Unconstitutional and against our Charter Ri…,,cannabishelpsme kiss drivers license medpot user unconstitutional charter
535,536,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
536,537,Here we go.. kiss your drivers license good-bye if you are a #medpot user. Unconstitutional and against our Charter… https://t.co/OPA2wPhIAl,,kiss drivers license medpot user unconstitutional https
537,538,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
538,539,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
539,540,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
540,541,RT @Puglaas: Ravie de voir #C45/#C46 recevoir la sanction royale. Ils représentent une réforme législative historique fondée sur des preuve…,,puglaas ravie voir recevoir sanction royale ils représentent une réforme législative historique fondée sur des
541,542,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
542,543,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,,minjusticeen worked hard make canada roads safer everyone happy announce become law
543,544,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
544,545,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
545,546,"RT @JusticeCanadaFR: Aujourd'hui, le projet de loi #C46 est maintenant une loi. C'est le premier changement apporté aux lois canadiennes su…",,justicecanadafr projet loi est maintenant une loi premier changement apporté aux lois canadiennes
546,547,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
547,548,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
548,549,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
549,550,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
550,551,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
551,552,"RT JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in… https://t.co/TJ62BeM9kD",,justicecanadaen today bill become law first change canada impaired driving laws https
552,553,"RT @JusticeCanadaFR: Aujourd'hui, le projet de loi #C46 est maintenant une loi. C'est le premier changement apporté aux lois canadiennes su…",,justicecanadafr projet loi est maintenant une loi premier changement apporté aux lois canadiennes
553,554,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
554,555,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
555,556,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
556,557,RT @MinJusticeEn: We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. The chan…,,minjusticeen worked hard make canada roads safer everyone happy announce become law
557,558,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
558,559,RT @crifici: Unfortunate but predictable. #C46 is bad #cannabis policy made into law and I look forward to working with @KirkTousaw and oth…,,crifici unfortunate predictable bad cannabis policy made law look forward working kirktousaw
559,560,Nous avons travaillé fort pour rendre les routes du Canada plus sûres pour tout le monde. Je suis heureuse d'annonc… https://t.co/Pv2Vb17LvC,,nous avons travaillé fort pour rendre les routes canada plus sûres pour tout monde suis heureuse https
560,561,"RT @JusticeCanadaFR: Aujourd'hui, le projet de loi #C46 est maintenant une loi. C'est le premier changement apporté aux lois canadiennes su…",,justicecanadafr projet loi est maintenant une loi premier changement apporté aux lois canadiennes
561,562,We’ve worked hard to make Canada’s roads safer for everyone. I’m happy to announce that #C46 has now become law. Th… https://t.co/BGhrzcxb0D,,worked hard make canada roads safer everyone happy announce become law https
562,563,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",,justicecanadaen today bill become law first change canada impaired driving laws generation
563,564,"Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These… https://t.co/JiR2BLQLHR",,today bill become law first change canada impaired driving laws generation https
564,565,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
565,566,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
566,567,RT @crifici: Unfortunate but predictable. #C46 is bad #cannabis policy made into law and I look forward to working with @KirkTousaw and oth…,,crifici unfortunate predictable bad cannabis policy made law look forward working kirktousaw
567,568,"Aujourd'hui, le projet de loi #C46 est maintenant une loi. C'est le premier changement apporté aux lois canadiennes… https://t.co/WPiJI7iXjh",,projet loi est maintenant une loi premier changement apporté aux lois https
568,569,RT @RicksDesk: Governor General @GGJuliePayette has given Royal Assent on behalf of Her Majesty Queen Elizabeth II to Bills #C45 #C46 the #…,,ricksdesk governor general ggjuliepayette given royal assent behalf majesty queen elizabeth bills
569,570,"RT @HoCChamber: .@HoCSpeaker informed the #HoC that Royal Assent was given to Bills #C66, #C74, #C211, #C309, #S210, #C45, #C80, #C24, #S21…",,hocchamber hocspeaker informed hoc royal assent given bills
570,571,"RT @HoCChamber: .@HoCSpeaker informed the #HoC that Royal Assent was given to Bills #C66, #C74, #C211, #C309, #S210, #C45, #C80, #C24, #S21…",,hocchamber hocspeaker informed hoc royal assent given bills
571,572,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
572,573,"Promise kept. Legislation built on evidence based decision making, to repeal a prohibitive regime that has not prov… https://t.co/QN2Hdq7R4C",,promise kept legislation built evidence based decision making repeal prohibitive regime https
573,574,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,,puglaas pleased see receive royal assent bills represent historic law reform built policy
574,575,"Canada approves recreational use of marijuana https://t.co/OpDeQ998SC
#canada #cannabis #canadacannabis… https://t.co/Wx3SF4I1Hs",,canada approves recreational use marijuana https canada cannabis https
575,576,RT @RepCohen: Canada’s Senate votes to legalize recreational use of #marijuana and House has already voted for it so it’s #Trudeau signatur…,,repcohen canada senate votes legalize recreational use marijuana house already voted trudeau
576,577,"@witchymermaid 

#CannabisCommunity #marijuananews #Libertarian https://t.co/udPDqgKqM8",,witchymermaid cannabiscommunity marijuananews libertarian https
577,578,"RT @JP_Collinsworth: Just in time for #TheFirstDayOfSummer... Make #TheLongestDay fun as shit!!! 😎
#cannabis #HighJinks #StonerFam #StonerG…",,time thefirstdayofsummer make thelongestday fun shit cannabis highjinks stonerfam
578,579,"RT @JP_Collinsworth: Just in time for #TheFirstDayOfSummer... Make #TheLongestDay fun as shit!!! 😎
#cannabis #HighJinks #StonerFam #StonerG…",,time thefirstdayofsummer make thelongestday fun shit cannabis highjinks stonerfam
579,580,"Just in time for #TheFirstDayOfSummer... Make #TheLongestDay fun as shit!!! 😎
#cannabis #HighJinks #StonerFam… https://t.co/oGZwd0dD8Z",,time thefirstdayofsummer make thelongestday fun shit cannabis highjinks https
580,581,"A CHAUD : Le magasin CBD BESTOWN de Chalon/Saône perquisitionné ! 
Fleurs et Hasch saisis. Enquête pour cession, et… https://t.co/48VDeMtXe1",,chaud magasin cbd bestown perquisitionné fleurs hasch saisis enquête pour cession https
581,582,RT @SuburbanFinance: Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available: http…,,suburbanfinance stable cannabis careers need know industry jobs available
582,583,RT @MadelineKotzer: Regina Rams' player stripped of national Rookie of the Year award after cannabis use https://t.co/gWsvbJM24D &amp; Regina p…,,madelinekotzer regina rams player stripped national rookie year award cannabis use https amp regina
583,584,RT @MadelineKotzer: Regina Rams' player stripped of national Rookie of the Year award after cannabis use https://t.co/gWsvbJM24D &amp; Regina p…,,madelinekotzer regina rams player stripped national rookie year award cannabis use https amp regina
584,585,"It's time for your #DailyHit of #cannabis financial news
https://t.co/vbBZBXNjJl
$TGOD $IGC $HEXO #marijuananews #marijuanastocks #GMR",,time dailyhit cannabis financial news https tgod igc hexo marijuananews marijuanastocks gmr
585,586,Regina Rams' player stripped of national Rookie of the Year award after cannabis use https://t.co/gWsvbJM24D &amp; Regi… https://t.co/kEgDVfkfyL,,regina rams player stripped national rookie year award cannabis use https amp https
586,587,RT @SuburbanFinance: Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available: http…,,suburbanfinance stable cannabis careers need know industry jobs available
587,588,Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available:… https://t.co/ulmGOtJFVs,,stable cannabis careers need know industry jobs available https
588,589,https://t.co/aKgmXBo5sS state of the art ad program and monetization explained. DM us any questions you may have.… https://t.co/AgUWDCennj,,https state art program monetization explained questions may https
589,590,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
590,591,"Why a Top Conservative Politician Is Calling for Marijuana to Be Legalized in the U.K.
https://t.co/Yr1aZl20f9… https://t.co/M6TBG91E6p",,top conservative politician calling marijuana legalized https https
591,592,"AL Rep. Todd, Early MMJ Supporter, to Lead #LGBTQ Coalition Upon Retiring - https://t.co/8uysWYPNcG #Alabama… https://t.co/A9nVU3T1dm",,todd early mmj supporter lead lgbtq coalition upon retiring https https
592,593,Are there any stable #cannabis careers? Here's what you need to know about the #mairjuana industry and the #jobs av… https://t.co/i4hYPhplaX,,stable cannabis careers need know mairjuana industry jobs https
593,594,RT @tgtourism: #Canada: primo paese del G7 che dice sì all’uso ricreativo della #marijuana #marijuananews  https://t.co/4heoEeq55n https://…,,tgtourism canada primo paese del che dice uso ricreativo della marijuana marijuananews https https
594,595,https://t.co/Tz9D8Tjuu9.   #Marijuana #marijuananews #golf #golfer #weed #toke #blunts #NationalSelfieDay… https://t.co/6yiP0fPruF,,https marijuana marijuananews golf golfer weed toke blunts https
595,596,Criminal Lawyers Association seems bigoted! They say increased roadside police powers ( not #legalization its monop… https://t.co/fYWBsP8Icu,,criminal lawyers association seems bigoted say increased roadside police powers legalization https
596,597,RT @BClarahan: It's not #legalization it's monopolization for a few large growers. Second it's created like 50 new regulations and 3 new im…,,bclarahan legalization monopolization large growers second created like new regulations new
597,598,"RT @NisonCo: Some leading cannabis brands are giving back for Pride! https://t.co/31hdnWYO64 
#Marijuana #Cannabis #Pot #Weed #Flower #Dabs…",,nisonco leading cannabis brands giving back pride https marijuana cannabis pot weed flower
598,599,It's not #legalization it's monopolization for a few large growers. Second it's created like 50 new regulations and… https://t.co/HXpI2tCSvG,,legalization monopolization large growers second created like new regulations https
599,600,"Your ""At Last!"" moment of the day: Two of the products #California is most famous for are coming together as one.… https://t.co/8ur97irXlV",,last moment day two products california famous coming together https
600,601,"Canada legalized marijuana  ! #marijuananews  
🙄",,canada legalized marijuana marijuananews
601,602,"RT @trliberaltrash: Congratulations on marijuana legalization, Canadians! Lucky you! #MarijuanaDecriminalization #marijuananews",,trliberaltrash congratulations marijuana legalization canadians lucky marijuanadecriminalization marijuananews
602,603,Mormon Church Battling Cannabis Linked to Big Pharma Stocks https://t.co/JVj8hJeGzZ #MarijuanaNews… https://t.co/xDcP9jmpVV,,mormon church battling cannabis linked big pharma stocks https https
603,604,RT @ipoliticsca: Happy Friday! @Kyle_Duggan has the scoop on the looming showdown between the House and the Senate over the impaired drivin…,,ipoliticsca happy friday scoop looming showdown house senate impaired
604,605,"RT @occupywsib: RT #DougFord wants consultations on #marijuana sales in #Ontario https://t.co/EG5iR4iXSv #Ford, who was elected this month,…",,occupywsib dougford wants consultations marijuana sales ontario https ford elected month
605,606,"RT #DougFord wants consultations on #marijuana sales in #Ontario https://t.co/EG5iR4iXSv #Ford, who was elected thi… https://t.co/IPPuVnNdmT",,dougford wants consultations marijuana sales ontario https ford elected https
606,607,#Massachusetts #marijuananews #MarijuanaStocks https://t.co/pGQMZl8gv6,,massachusetts marijuananews marijuanastocks https
607,608,#Canadian PM @JustinTrudeau has set an #Official date and #Canada will soon be the largest country in the world wit… https://t.co/pjkEUtmM0V,,canadian justintrudeau set official date canada soon largest country world https
608,609,"#Texas #Republicans Come Out in Support of Marijuana Decriminalization
https://t.co/hz0SgM5VVa #MarijuanaNews… https://t.co/opJVwnAI4Z",,texas republicans come support marijuana decriminalization https https
609,610,"RT @kKampFireBurn: 🚬$moke da weed🌲 so they call me mr blazah🔥
https://t.co/93wPMgmRpS
https://t.co/Gu76mkOQOH   #thc #hitsfromthebong #Cann…",,kkampfireburn moke call https https thc hitsfromthebong
610,611,"🚬$moke da weed🌲 so they call me mr blazah🔥
https://t.co/93wPMgmRpS
https://t.co/Gu76mkOQOH   #thc #hitsfromthebong… https://t.co/cOqrQtnxJS",,moke call https https thc https
611,612,"RT @CannaNewsBuzz: New Large Scale #Packaging and #Manufacturing Facility Opening in #Oakland to Service #California #Cannabis Market.

Rea…",,cannanewsbuzz new large scale packaging manufacturing facility opening oakland service california cannabis market
612,613,New Large Scale #Packaging and #Manufacturing Facility Opening in #Oakland to Service #California #Cannabis Market.… https://t.co/ZjFngrXIPN,,new large scale packaging manufacturing facility opening oakland service california cannabis https
613,614,"Real loud firing grade AA buds on deck
#SMOKING 
#smokincountryonhot 
#smoke 
#kush 
#CannabisCommunity 
#Cannabis… https://t.co/YEBvES3Q8E",,real loud firing grade buds deck smoking smokincountryonhot smoke kush cannabiscommunity https
614,615,"@dabadolabs I got Bolt Pro Kit from Dabado 6mo ago. After 2nd repair, they won’t service it anymore. Asking me to b… https://t.co/GoE5usxlgs",,dabadolabs got bolt pro kit dabado ago repair service anymore asking https
615,616,"@dabadolabs I got Bolt Pro Kit from Dabado 6mo ago. After 2nd repair, they won’t service it anymore. Asking me to b… https://t.co/xPn5yttANw",,dabadolabs got bolt pro kit dabado ago repair service anymore asking https
616,617,With the #Govt it's not about being right or wrong.  It's about the control they have over us.  If they say you can… https://t.co/YjcUSckys9,,govt right wrong control say https
617,618,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
618,619,"RT @Leafbuyer: People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog: https://…",,leafbuyer people oklahoma getting ready vote medical marijuana early voting underway https blog https
619,620,Fields Of Green: Illinois Considers Industrial Hemp https://t.co/7gVH3DpZHF #MarijuanaNews #CannabisCommunity… https://t.co/7zDgveQKMD,,fields green illinois considers industrial hemp https marijuananews https
620,621,#marijuana #cannabis #cannabisact #CannabisCommunity #cannabisculture #ganjagirls #marijuananews #canada @SnoopDogg… https://t.co/3M4f4hDArQ,,marijuana cannabis cannabisact cannabiscommunity cannabisculture ganjagirls marijuananews canada https
621,622,#Florida #AppealsCourt Grants Stay in Cannabis Juicing Case - https://t.co/TGP1eLYmCA #DeniedMedicalMarijuana… https://t.co/wjEACEXNlZ,,florida appealscourt grants stay cannabis juicing case https https
622,623,#MarijuanaStocks #marijuananews #business #travel https://t.co/deOAts5sRu,,marijuanastocks marijuananews business travel https
623,624,Yankees' Giancarlo Stanton walks it off for 7-5 win over Mariners #marijuananews https://t.co/ecRJNRhTqH - Get your… https://t.co/UgWwKznIjp,,yankees giancarlo stanton walks win mariners marijuananews https get https
624,625,"Legal marijuana will roll out differently in Canada than in U.S.
https://t.co/Yo5EqWUciE
Blog:… https://t.co/1PMZLXKsp4",,legal marijuana roll differently canada https blog https
625,626,Stoner’s Nature #thesmokesupplier #Cannabis #cannabiscommunity #cannabisculture #cannabiscup #cannabiscures… https://t.co/W388RtMQli,,stoner nature thesmokesupplier cannabis cannabiscommunity cannabisculture cannabiscup https
626,627,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
627,628,"RT @Leafbuyer: People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog: https://…",,leafbuyer people oklahoma getting ready vote medical marijuana early voting underway https blog https
628,629,"What Canada can teach the U.S. about marijuana: Legalize it, don't advertise it https://t.co/nr83MoJjqi… https://t.co/NOKtDyMJH4",,canada teach marijuana legalize advertise https https
629,630,"RT @SionanNW12: WEED ON WHEELS: Medford city council debates if you can get pot delivered to your home.  
https://t.co/cO6nBOoi7h #pot #wee…",,weed wheels medford city council debates get pot delivered home https pot
630,631,"WEED ON WHEELS: Medford city council debates if you can get pot delivered to your home.  
https://t.co/cO6nBOoi7h… https://t.co/ZUeQh1BMF3",,weed wheels medford city council debates get pot delivered home https https
631,632,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
632,633,Cannabeer bière artisanale au chanvre | Alimentation et Cosmétique | Alimentation chanvre https://t.co/UI7D4ZTBIq… https://t.co/0Nb5nxF5K7,,cannabeer bière artisanale chanvre alimentation cosmétique alimentation chanvre https https
633,634,"RT @programmableweb: Retrieve #data about #cannabis including companies, strains, brands, retailers, and more with Otreeba Open Cannabis #A…",,programmableweb retrieve data cannabis including companies strains brands retailers otreeba open cannabis
634,635,"RT @CannabisNews: More marijuana in Texas? Why that question is lighting up Republicans https://t.co/1ciiWxpoDF

#marijuananews #CannabisNe…",,cannabisnews marijuana texas question lighting republicans https marijuananews
635,636,"RT @womeninforensic: Canada legalizes recreational Marijuana
https://t.co/ss6z3TieUX #womeninforensics #forensics #marijuananews",,womeninforensic canada legalizes recreational marijuana https womeninforensics forensics marijuananews
636,637,"RT @LovesOven: Former Mexico President Vicente Fox Joins High Times Board https://t.co/GYrqQRrOwW
#hightimes #VicenteFox #marijuananews #ca…",,lovesoven former mexico president vicente fox joins high times board https hightimes vicentefox marijuananews
637,638,"""Ganja yoga"" offers mix of #mindfulness &amp; #marijuana https://t.co/Z9ilYJoY5k #Yoga #YogaEveryDamnDay #Cannabis #MMJ… https://t.co/z5L26dxv3l",,ganja yoga offers mix mindfulness amp marijuana https yoga yogaeverydamnday cannabis https
638,639,"People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog:… https://t.co/q4Jj8BiOL3",,people oklahoma getting ready vote medical marijuana early voting underway https blog https
639,640,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
640,641,"RT The #Trudeau government initially aimed to have #pot legal by the summer, https://t.co/XyNBqTCXW9 The government… https://t.co/vPDxyxWsAn",,trudeau government initially aimed pot legal summer https https
641,642,@nytimes #editorial:  #NewYork’s Small Step on #marijuana Isn’t Enough #marijuananews #MarijuanaDecriminalization… https://t.co/YpeNATRzUR,,nytimes editorial newyork small step marijuana enough marijuananews https
642,643,RT @RepCohen: Canada’s Senate votes to legalize recreational use of #marijuana and House has already voted for it so it’s #Trudeau signatur…,,repcohen canada senate votes legalize recreational use marijuana house already voted trudeau
643,644,"Pot will be legal on Oct. 17th -https://t.co/xMnFPAbcl9 Though I don’t partake (music is my drug of choice), I appl… https://t.co/RaT5T55e7T",,pot legal though partake music drug choice https
644,645,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
645,646,"#Trudeau Sets a Date: #Canada Will Legalize Cannabis on October 17
https://t.co/OLWNLfAGKj #MarijuanaNews… https://t.co/vhJuwdLpDI",,trudeau sets date canada legalize cannabis october https https
